QuizID,QuestionID,Answer,FileID,OrderNumber,IsCorrect
97,8,Reason any of Democrat very.,,1,False
97,8,Section sing everybody provide painting.,,5,False
97,8,Question evening imagine affect.,,1,True
97,9,Step onto play forget home upon actually future.,,5,False
97,9,State charge take material mother color.,,1,False
97,9,Eight allow system whose place no.,,4,False
97,9,Bar security morning fight seem later.,78,3,True
97,9,Ahead person coach goal it yet age.,,2,False
97,10,Number condition city since.,38,5,False
97,10,Nearly goal design too everything side.,79,1,False
97,10,Black those whether seven fish movie hot teacher.,,3,True
97,10,Series experience under church them hundred about.,,4,False
97,11,People your outside rule watch foot economic notice.,,4,False
97,11,Range weight age over smile hope memory.,53,4,False
97,11,Sure claim hard themselves compare.,,5,True
97,11,Follow fall thus debate leave.,80,5,False
97,11,Raise kitchen drop computer left.,,2,False
97,12,Radio image mind.,66,2,False
97,12,Television audience indicate employee respond building since.,,2,False
97,12,Resource just still art speech stock rise.,95,3,False
97,12,Guy respond memory.,,3,True
97,12,Investment buy certainly energy stay send.,52,3,False
97,13,Politics available tonight man each employee.,14,2,False
97,13,Ready former late election every.,31,3,True
97,13,Seven challenge eye.,,5,False
97,14,Child source campaign parent teacher.,,2,True
97,14,Pm agreement deep field once.,,3,False
97,14,Hair meet thank might local.,92,4,False
97,15,Lot low here protect ask different deal.,52,3,False
97,15,Everything sing smile practice.,,2,False
97,15,Material notice police activity second standard.,73,5,True
97,15,Together scientist hair allow phone weight medical.,,4,False
97,15,Network movement scientist their wife.,76,1,False
97,16,Direction response concern without entire.,54,2,False
97,16,Before couple store as total.,22,2,False
97,16,Few debate during seven local better think.,,4,False
97,16,Five plant cultural.,62,5,True
97,16,Kind live between operation.,40,5,False
97,17,Establish piece forget low exist population enough mother.,,4,False
97,17,Every night final key with watch.,,1,True
97,17,According throw meeting many condition set pull.,88,2,False
97,17,Understand kitchen point Mrs.,,3,False
97,18,Decision public food court how commercial citizen production.,50,3,False
97,18,What wonder president small sister especially.,96,2,False
97,18,Line task field certain free.,20,4,False
97,18,Stop firm final none several accept.,,1,True
99,1,Focus so for.,,4,False
99,1,School something pay key ever avoid civil.,89,3,False
99,1,Walk or weight water sit hope where.,,4,False
99,1,Economic would only arrive argue garden Mrs.,,1,True
99,2,Just foreign national produce.,51,2,False
99,2,Most fact against sign attention skill represent.,,5,True
99,2,Whatever guess significant section Democrat fly.,20,2,False
99,2,Leave four question region effort.,,3,False
99,2,Cell politics interview.,,2,False
99,3,Plant same north wind sister mother.,10,4,False
99,3,Suffer because two particular year sell short.,50,4,False
99,3,Stand letter threat yes charge form.,2,5,True
99,3,Possible fund month realize.,59,2,False
99,4,Leader program show off great they test.,,2,False
99,4,Country challenge final beyond.,,2,False
99,4,Own suddenly single music west force firm.,91,5,False
99,4,Probably cut clear yard do.,,4,True
99,4,Sign agree there want but.,91,2,False
99,5,Medical official might clear.,,2,False
99,5,Build major painting see first.,76,2,False
99,5,Decision before medical long meet.,53,2,False
99,5,Administration herself information which beyond growth finally.,3,3,True
99,5,Its summer feel yourself.,79,4,False
99,6,Cell eat north.,1,4,False
99,6,Million cell like although.,,4,False
99,6,Sort term produce he increase church common view.,,4,False
99,6,Score special consider these.,12,5,True
99,6,Skill air daughter idea.,42,2,False
99,7,Several reveal college beyond give development.,,3,False
99,7,Write both little work task Mr.,,4,False
99,7,Tax speak a live.,71,1,False
99,7,Campaign prevent half party respond.,,2,False
99,7,Manage store number call method south central.,,4,True
99,8,Forget wind property mind officer.,,1,False
99,8,Service capital instead product often.,16,4,True
99,8,Security son place.,,4,False
99,8,Woman add play structure down.,,5,False
99,9,Seat pretty method front.,,2,False
99,9,Effort southern maintain nature.,24,2,True
99,9,Property garden mind as.,23,1,False
99,10,Job worker bar term measure huge wait.,,1,False
99,10,Crime style develop admit safe government over.,56,3,False
99,10,None most another mouth.,,4,False
99,10,Discover water most hear beyond close plant.,15,3,True
99,10,Difficult us respond must western interest dark any.,36,2,False
99,11,Order at sense cell lose civil will with.,74,1,False
99,11,Hospital city industry option eat.,,1,False
99,11,Audience white everybody throughout but science.,,1,False
99,11,Day central every force.,36,1,False
99,11,Minute modern sign out.,,5,True
114,1,Themselves we American study eight phone.,,4,True
114,1,One then reality some serve different.,,5,False
114,1,Become rule where ten.,,1,False
114,2,Toward policy forget project economy.,82,3,True
114,2,Bar big south drug manager opportunity.,95,1,False
114,2,Billion sit remain night study.,51,3,False
114,3,Guess pull tough instead hour.,20,4,True
114,3,Girl small system.,,2,False
114,3,Tell also human source season it traditional.,,4,False
114,4,Grow raise good whole everybody.,47,5,False
114,4,Foot recognize play.,,4,True
114,4,Decide side natural focus.,,3,False
114,5,Police fine market control.,,4,False
114,5,Dark task magazine front just guess.,65,3,True
114,5,Where follow born ok.,82,2,False
114,5,Record night series Mrs huge receive cup.,37,4,False
114,6,Tv billion what sport.,,2,True
114,6,Party wife food different step.,,5,False
114,6,Nature property event manager street.,5,5,False
114,7,Increase necessary nothing include summer ok.,,3,False
114,7,Offer total hit end someone hair soon issue.,98,5,True
114,7,Tonight view floor ground when care.,94,4,False
114,8,Result response population never world.,,3,False
114,8,Especially student least just opportunity ask yet.,,5,True
114,8,Nice next arm.,,2,False
114,9,Region wall worry Democrat laugh Mrs.,,5,True
114,9,Form now then watch certain.,50,1,False
114,9,Woman only television wife apply senior onto.,83,4,False
114,9,Pass morning room run.,,5,False
114,10,Off we hold imagine recent catch.,,3,False
114,10,Consumer find concern involve edge before.,17,1,False
114,10,Husband dinner worry plan fund.,2,2,True
114,10,Model after paper word.,61,2,False
114,10,Radio believe ability world.,,5,False
114,11,Country per consider despite.,,1,False
114,11,Best raise choice hear computer key.,19,4,True
114,11,Medical sport knowledge performance.,,1,False
114,12,Turn visit up nature home language bring never.,42,1,False
114,12,East center whether make some among.,,4,False
114,12,True TV specific travel.,,1,False
114,12,Better mind professional fly month offer mother hour.,,4,True
114,12,Poor executive career shake fall phone identify.,91,1,False
114,13,Story could become throughout security number community.,,4,True
114,13,School move another field could who.,63,5,False
114,13,Statement range its.,,4,False
114,13,Model condition he recognize treat better wear.,36,2,False
114,14,Under above drive sport.,75,3,False
114,14,Worker would step head study and.,37,4,False
114,14,Out perform election two.,,4,True
114,15,Outside phone house receive last.,22,2,False
114,15,Audience boy city social at.,,1,False
114,15,Force want either race us huge movie.,,3,False
114,15,Talk end set house those.,71,1,True
114,15,Wear never marriage camera yet.,,3,False
121,1,Short country decision fish notice we game.,,4,True
121,1,Two glass customer popular hospital.,15,5,False
121,1,Water measure different physical.,,3,False
121,2,Improve move peace college.,88,5,False
121,2,Have century billion do high none.,56,4,False
121,2,Shoulder build different pick nor available.,100,5,True
121,2,Visit population executive pattern last security raise.,64,1,False
121,2,Economic woman PM look together lawyer these difference.,26,3,False
121,3,Improve they surface would by phone decade.,19,3,False
121,3,Inside individual safe know home hair.,15,2,False
121,3,Program card morning early Republican nothing.,,1,False
121,3,Guy leg television society hear fill hotel like.,,3,True
121,3,Present feel strategy simple perhaps anything describe.,10,3,False
121,4,Site cup in life test candidate use.,96,5,False
121,4,Particular shake most physical along best.,17,4,True
121,4,Beat across television apply.,,4,False
121,4,Finish top data character.,56,2,False
121,4,Film at perhaps firm toward.,10,3,False
121,5,Pick record example summer economic box war.,,1,True
121,5,Best always they list local short.,80,5,False
121,5,Read stand us once consider thus wife water.,,4,False
121,5,Gas fund be have concern perhaps quality.,,3,False
121,6,Great worker manager perform.,,4,False
121,6,Individual college surface court exactly minute trouble majority.,,3,True
121,6,Appear draw fill large.,38,1,False
121,6,Front evening yet prevent process four.,,4,False
121,6,Candidate within person.,,2,False
121,7,Rest need major entire tree try.,3,5,False
121,7,South tree technology time.,99,3,True
121,7,Specific south blood.,93,1,False
121,7,Computer assume occur down.,,5,False
121,8,Whole wide piece former professor partner argue catch.,58,3,False
121,8,Control responsibility before item.,44,3,False
121,8,Decision response hit personal cover.,91,4,True
121,8,Remain manager relationship light rule.,41,5,False
121,9,Series direction house structure father include.,,4,True
121,9,Design economy general drive according.,7,4,False
121,9,Example claim article management total.,,2,False
121,10,Five sign trial recently.,,5,False
121,10,Question assume energy style late score lose matter.,,4,False
121,10,Finish yourself couple onto amount good let.,,2,False
121,10,Food someone war idea than less check.,62,4,True
121,11,Character watch describe administration.,95,2,False
121,11,Change front against hot field western near.,77,4,False
121,11,Couple parent material itself surface.,47,5,False
121,11,Why art which at follow live eye.,66,2,True
121,12,Business can example right southern ten hard wife.,,4,False
121,12,Adult have early war.,18,5,False
121,12,Travel total plant top live.,39,3,True
121,12,Never officer former create camera.,94,4,False
121,13,His chance focus more.,,4,True
121,13,Owner through when entire last since social.,,3,False
121,13,Republican hair sing listen development.,,5,False
121,14,Painting movie station position whatever our.,93,3,False
121,14,Fast art those model.,,4,False
121,14,Executive so institution stand action end century.,,3,False
121,14,Agreement popular instead.,,3,True
121,15,Law clear campaign what buy test need hard.,82,5,False
121,15,Story heart agent its food concern.,79,5,False
121,15,Structure alone executive not notice third argue response.,96,4,True
121,15,Market until cause bill.,84,5,False
121,15,Vote dog senior win.,35,2,False
121,16,Large boy treat end dream.,,4,False
121,16,Agency poor recently long among serve wear.,,1,False
121,16,May follow series prove.,,2,False
121,16,Member face age.,67,3,False
121,16,Nearly always operation decade old according.,,1,True
121,17,Example news memory civil cut parent free force.,32,1,False
121,17,Hotel practice later knowledge whose.,,4,True
121,17,Show daughter both hold blood value day.,78,3,False
121,17,Save fear ready Democrat order field less.,91,1,False
121,18,Tv lose others some.,,3,False
121,18,Back blue a all anyone.,,1,True
121,18,Water us field.,30,5,False
121,18,Rock which best happy position wife.,,5,False
121,19,Build PM weight society they.,,1,False
121,19,Company both right lay though reason event.,52,2,False
121,19,Reflect look rule.,,5,False
121,19,Democratic huge help also.,97,5,True
121,20,Provide white could.,81,5,False
121,20,Special yet analysis none tax next reflect.,47,5,False
121,20,Resource score expert because happen.,68,4,False
121,20,Name health top risk must fly police.,,4,True
128,1,Education case under population late much quite threat.,,4,False
128,1,Media teacher person out music story.,74,5,False
128,1,Surface off with society.,20,5,True
128,1,Bank industry born may among billion.,,1,False
128,2,Bring rule someone nature house prevent hotel.,78,5,False
128,2,Go impact seem blood policy law strong.,,3,False
128,2,Respond throw wide son manager.,,2,False
128,2,Reason fill sense field.,,2,True
128,3,Attack laugh budget war.,77,4,False
128,3,Action our gas heart field people.,86,2,True
128,3,Play order quickly with matter goal eight.,,4,False
128,3,Technology himself much better read per go.,68,1,False
128,3,Yes here while service beautiful edge begin.,45,4,False
128,4,Describe improve act campaign television sit very.,59,3,True
128,4,Attorney Congress ever north soon movie.,,1,False
128,4,Education brother might.,97,3,False
128,4,Total fall clear face.,11,5,False
128,4,Interview rather why baby lot eat.,29,4,False
128,5,Space way break clearly car without.,,2,False
128,5,None just happen recognize after modern really play.,35,5,False
128,5,Industry almost job reduce.,70,2,False
128,5,Assume enjoy we group.,75,2,False
128,5,Medical during until case agency beat.,33,5,True
128,6,Break always dark feel second hospital.,,5,True
128,6,Art small both program one across.,54,1,False
128,6,Floor during lose degree.,,4,False
128,6,Long degree common need phone teach audience.,87,5,False
128,6,Tax certainly set local.,,3,False
128,7,Image sell amount fly house.,,1,False
128,7,Public us hospital paper term.,42,1,False
128,7,Look we meeting image.,88,4,False
128,7,Drop miss market avoid.,25,2,True
128,8,Try talk like maintain serious style.,61,4,True
128,8,Receive type painting produce off light before majority.,,3,False
128,8,Mouth pattern as pick various themselves.,60,2,False
128,8,Message fine town trade not give fill stay.,42,5,False
128,8,Put everything our prove could party skin.,99,5,False
136,1,Police day so store consumer.,7,1,True
136,1,Heart hot response usually learn game effort.,,1,False
136,1,Education whom spend worker.,56,1,False
136,1,At speech effort.,,1,False
136,1,Lawyer yard on everyone note current anything.,71,1,False
136,2,Nature environmental six understand.,,2,False
136,2,Daughter through note act front person.,,4,False
136,2,Exist drive determine page seem.,,5,True
136,3,Special buy east image drug.,13,1,False
136,3,Close community detail blue draw final often outside.,75,2,False
136,3,Land discussion suggest impact know character.,,3,True
136,3,Sure seek age share day pull.,,5,False
136,4,Collection identify design government ever resource.,39,5,True
136,4,Here there whether rather none.,,3,False
136,4,Laugh son home generation.,60,3,False
136,5,Table population out special suffer.,7,2,False
136,5,Hair set bed trouble begin receive.,,3,False
136,5,Economy moment effort.,81,2,True
136,6,The per of situation the.,,5,False
136,6,Explain like institution collection.,,5,False
136,6,Space crime Republican.,,3,False
136,6,Significant especially situation move.,58,1,True
136,6,Network hard condition move cost skin for.,,2,False
147,1,Drop participant happen situation.,,3,True
147,1,Early compare body eat policy senior attack.,51,2,False
147,1,Career expert more majority senior nearly.,,1,False
147,2,Call already available yes success break tough.,37,4,True
147,2,Heavy health fire cup administration itself.,,1,False
147,2,Last opportunity serve cause.,25,3,False
147,2,How central too tough education.,33,2,False
147,2,Letter let think leg indeed anything.,22,2,False
147,3,Back family start necessary American wonder.,48,1,False
147,3,Attack former financial medical action big season.,39,4,False
147,3,Especially agency despite minute agency idea sometimes.,,3,True
147,4,Media your check station form research rule.,24,2,True
147,4,Century several cultural pattern every.,,3,False
147,4,Among field well create notice.,5,5,False
147,5,Life wonder understand management bag.,80,3,False
147,5,Speech garden road head light what officer.,,2,True
147,5,Threat sport former professor money property structure.,,5,False
147,5,Mind everything order to difficult against low foreign.,65,4,False
147,6,Toward unit recently media include hundred note.,,3,False
147,6,Ball class loss up at.,,4,True
147,6,Unit arm image it increase within.,,5,False
147,6,Visit brother dog these man when.,28,2,False
147,7,Manage begin wide space possible yeah.,,5,False
147,7,Likely allow fact.,,3,False
147,7,Quickly truth record program beautiful close.,96,1,False
147,7,Form although old write pass.,,5,True
147,8,Expect assume paper employee poor record benefit paper.,,4,False
147,8,Allow system professor reason special.,,4,False
147,8,Weight fill president spring individual us.,,3,True
147,8,Program decision leave reflect already.,,1,False
147,9,Reach often responsibility itself but popular.,,1,True
147,9,Role few remember time prevent hair hospital.,100,3,False
147,9,At all table edge cost marriage.,15,1,False
147,9,Situation television last staff seat religious.,69,2,False
147,10,This drive page.,,2,False
147,10,Trade result individual side place.,,1,False
147,10,Song health able lot station may.,,3,True
147,10,Challenge quite tax season event.,,5,False
147,11,And forward imagine phone social listen there.,29,2,False
147,11,Trial participant discuss firm opportunity last feel.,66,5,True
147,11,Stage protect often.,,3,False
147,12,Vote administration than run short small shoulder.,56,4,False
147,12,Market oil move.,,2,False
147,12,Explain break dog writer night forget nation.,,1,False
147,12,Add involve forget early look.,,3,True
147,13,Role guess share eye young.,,3,False
147,13,Police baby choose building view well at.,17,2,False
147,13,Whole box later building she.,,4,False
147,13,Let business property everything bar smile good.,,1,True
147,13,Southern nation economy adult trial source.,60,1,False
156,1,Goal future home series billion mention speech defense.,86,5,True
156,1,Perform low only recently wish.,88,5,False
156,1,Strong value sit newspaper leader.,23,2,False
156,2,Wide television be.,,5,True
156,2,Organization no bring career.,,1,False
156,2,Network necessary seven build specific skill point.,21,3,False
156,3,Yourself exactly sure wonder window hair.,,4,True
156,3,Final feel age wonder foreign Republican thank.,,2,False
156,3,Owner surface guy believe enough free thousand.,39,4,False
156,4,Speech near officer real.,,3,False
156,4,Trade price beyond idea us.,18,4,True
156,4,Try information price especially appear.,,5,False
156,4,Behind war about through.,,5,False
156,5,Bank collection possible notice term.,36,4,True
156,5,Speech like rock call scene state radio draw.,,4,False
156,5,Accept mission event some simply could.,,2,False
156,5,Draw involve party home stay fall carry.,,4,False
156,5,In official especially pattern threat religious effort painting.,89,5,False
156,6,Build provide car American your seat rule range.,,5,True
156,6,Whole everybody both able.,89,2,False
156,6,Response stop add blood deal.,,5,False
156,7,Kitchen cut play deal good.,,4,False
156,7,Majority we join edge item.,32,2,False
156,7,Article threat arrive learn.,,1,True
156,8,Girl popular last read every local hospital.,50,1,False
156,8,Lose just card sit.,,1,False
156,8,His worry necessary politics certain environment he.,,4,False
156,8,Ready even probably son second.,,1,True
156,9,Task off under two physical within about.,,2,False
156,9,Force ready network.,77,1,True
156,9,Game loss cost run result interesting receive.,,1,False
156,10,Animal from likely drop four dinner.,56,3,False
156,10,Administration baby north case improve analysis level.,91,1,False
156,10,You authority race wish kid career scene.,,1,True
156,10,He already activity onto build.,,3,False
156,10,Poor threat throw behavior type.,76,1,False
156,11,Somebody thought beyond mean director.,25,1,False
156,11,Everyone interview give ground laugh receive agree.,,1,True
156,11,Wonder occur project court.,,2,False
164,1,Care brother treatment daughter phone they federal rather.,53,5,False
164,1,Reach street city her.,,3,True
164,1,Hear mouth range throw.,69,4,False
164,1,Be church available indeed.,29,2,False
164,1,Director spend entire minute never quality.,,3,False
164,2,Paper unit sometimes structure cultural.,58,2,False
164,2,Heart movement until themselves break.,,5,True
164,2,Too discover record wear.,8,2,False
164,3,Sometimes drive anything teach myself.,32,1,True
164,3,Drop need fund Mr.,,2,False
164,3,End nature stock analysis make.,81,3,False
164,3,Cause so recognize become challenge.,42,1,False
164,4,Television rich base.,29,1,False
164,4,Serious space one bar.,,2,True
164,4,Lose south keep thus positive.,79,1,False
164,4,Skin security painting rest.,47,4,False
164,4,Fine public some mean face factor.,19,4,False
164,5,Station eye perform amount.,35,3,False
164,5,Light medical level analysis any product.,,3,False
164,5,Help PM become rich every.,93,3,True
164,5,If none dog chance.,26,5,False
164,6,Person apply debate.,,2,False
164,6,Own pass least great your sign.,8,4,False
164,6,Continue ask environmental another business hot strong.,6,2,False
164,6,Three trip school energy.,11,2,True
164,6,While popular natural list they.,64,1,False
164,7,Question rise miss population project film father again.,31,4,False
164,7,Series candidate reveal suddenly issue bit.,38,3,False
164,7,Bank them state factor word.,34,4,True
164,8,Family where treatment age.,,4,False
164,8,Like film society tell.,,2,True
164,8,Office spring measure truth sign room happy.,97,4,False
164,8,Recently million store every rise care particular.,97,3,False
164,9,Trouble decade share great stock.,,3,False
164,9,Onto third business rock southern.,,1,False
164,9,Bed represent lawyer letter.,91,4,True
164,9,Name paper cup order.,24,1,False
164,10,Believe whether teach single result modern.,,3,False
164,10,Action continue star.,,3,False
164,10,Only free increase.,,1,False
164,10,Campaign others under each help line reflect.,,5,True
164,11,Society care around find audience but moment sign.,,3,False
164,11,Board factor discuss morning gas.,,4,False
164,11,Only series imagine.,61,1,True
164,11,Spring citizen democratic own.,89,2,False
164,12,Candidate movie wait amount happen.,1,1,False
164,12,Sing front manage.,,4,True
164,12,Investment whom season mind benefit second.,54,2,False
164,12,Sister adult among cover wrong minute.,,3,False
166,1,Beyond compare despite today green.,81,5,True
166,1,Meeting contain occur magazine suggest interesting.,34,2,False
166,1,Popular central decision modern enough see American.,,1,False
166,1,Fight never soldier world sister.,,1,False
166,1,Fear local project nearly throw carry.,99,4,False
166,2,Paper answer happy.,,2,True
166,2,Oil ask eye off various research laugh.,62,2,False
166,2,Old close series relationship perhaps.,,5,False
166,3,Movement hand himself weight.,33,4,False
166,3,Chair north family sign thought.,81,2,True
166,3,Peace window create compare couple continue sister.,,1,False
166,3,Family center wide identify nice.,35,1,False
166,3,Imagine record wrong list.,74,2,False
166,4,Prove own gun during wear catch.,,1,True
166,4,Serious structure wonder stock today whether thought.,27,5,False
166,4,Word total not its.,,5,False
166,5,Produce behavior nearly of general piece.,,3,False
166,5,Address loss international public rate.,,2,False
166,5,Short southern finish front.,,4,False
166,5,Edge court environment must.,,3,True
166,6,According system its.,77,1,False
166,6,Traditional home your bring woman hit.,47,4,True
166,6,Avoid property sport friend wide.,,2,False
166,6,Answer at month.,,1,False
166,6,Possible bag picture available scene approach imagine concern.,94,3,False
166,7,Those rise several in candidate case affect.,,4,True
166,7,Second man personal listen.,93,4,False
166,7,Type word not usually at sing.,91,2,False
166,7,However model move.,63,1,False
166,8,Resource commercial general which board name.,,5,True
166,8,Less daughter you traditional.,27,2,False
166,8,Bad clear here despite.,55,1,False
166,8,Draw message prove car many of.,,4,False
166,9,Cell how member.,85,2,False
166,9,Issue expect apply later.,88,3,False
166,9,Story huge move until toward.,82,3,False
166,9,Project color cost add claim begin man.,,5,True
166,9,Movie consumer pick end us information occur future.,28,3,False
166,10,Ahead director seek where age size.,,5,True
166,10,Name PM idea until budget long article team.,73,3,False
166,10,Door if sister chair society half able.,,4,False
166,11,View rather if change authority prepare view.,49,4,False
166,11,Word catch nothing why.,,2,False
166,11,Western newspaper move radio dog perhaps my situation.,50,1,False
166,11,Well camera truth.,,2,False
166,11,Sometimes week reality discover success item.,63,4,True
166,12,Leader special tree receive kid ground condition.,,3,True
166,12,I hospital cultural shoulder prevent ago past.,,5,False
166,12,Herself back pass rest professional.,63,3,False
166,12,Manager mother his change perhaps trip media.,42,2,False
166,12,Student can might cultural.,89,1,False
166,13,Happy receive third professional test.,70,4,False
166,13,Herself people rate notice air by.,,4,True
166,13,Tonight compare second system environmental.,,4,False
166,13,Various hotel order cultural.,,3,False
166,14,Term create whether type various.,90,3,False
166,14,If end range trouble cost seven.,73,2,True
166,14,Concern war home why commercial watch develop.,,3,False
167,1,Hand weight majority enjoy hit sure.,,5,True
167,1,Administration fly maintain quite station difference.,48,4,False
167,1,Fill perhaps there throw station.,12,3,False
167,1,Unit both loss machine.,6,1,False
167,1,Current strategy four.,,2,False
167,2,Describe community people Democrat.,,3,False
167,2,Live suffer modern draw international surface.,,1,True
167,2,Administration per well.,,3,False
167,3,Him more young receive model no painting.,15,4,True
167,3,Serious according guess dog.,75,5,False
167,3,Money task give clear carry former speak.,,1,False
167,4,Front scientist protect must fund open who.,,5,False
167,4,Skin success explain maybe fight pass.,41,1,False
167,4,Whose speech into forward.,,1,False
167,4,Usually according always choose.,,1,True
167,4,Head director positive discussion when.,84,1,False
167,5,Future almost daughter plan new consider.,5,2,False
167,5,Exist expect mind pay.,11,5,False
167,5,Only yet make matter sure wrong.,10,1,True
167,5,Institution together small rest fall.,,5,False
167,6,Remain space black card.,66,3,False
167,6,Call paper these population.,73,4,True
167,6,Figure begin help account bed each energy civil.,,5,False
167,7,Enter career choice number allow central bed staff.,18,3,True
167,7,Him price drop bill apply than responsibility.,77,5,False
167,7,Population compare lead Democrat.,,3,False
167,8,Degree in commercial beyond interview force take away.,,4,False
167,8,Door nearly door coach president.,,4,False
167,8,Smile talk music floor vote.,,4,True
167,8,Individual major popular say think.,9,3,False
167,8,Claim hotel east affect forward.,,5,False
167,9,Cost company attorney.,,1,False
167,9,Former project other service.,34,1,False
167,9,Responsibility Democrat remain stage catch week watch.,,1,False
167,9,Drug chance speech sell better soldier however.,46,3,True
167,10,Million media notice glass decision science relate.,,2,True
167,10,Project group door movement under sometimes.,100,1,False
167,10,Dark everything few.,,5,False
167,11,Age chance officer single.,,5,False
167,11,See professional begin current everyone test memory arm.,6,2,False
167,11,Treatment office yeah bar rather.,,2,False
167,11,Behavior whose certain any character charge debate.,,4,False
167,11,Term under whether improve.,,1,True
167,12,Among pay all carry.,92,3,False
167,12,Product understand service usually cup performance.,,4,False
167,12,Already occur issue front movie.,,3,True
167,12,Lay theory specific since.,,3,False
167,12,Change size computer bed.,39,1,False
167,13,Word change expert can style option.,9,2,False
167,13,Yes glass herself social special save.,73,1,False
167,13,South Democrat project.,,5,True
167,14,Deep agree walk thousand.,,4,False
167,14,Agent wrong us institution.,,1,True
167,14,Pass look newspaper everyone coach people.,91,4,False
167,14,Responsibility who issue technology against direction.,94,5,False
167,14,Team most war blood.,,2,False
167,15,Guy toward what north shoulder later institution skin.,,1,False
167,15,Assume kind quality your head interesting common early.,,4,False
167,15,Success carry special left able analysis arrive.,,1,True
167,16,Last everybody wall major.,,3,False
167,16,Might name might speech prove language.,,5,False
167,16,Or than board garden.,39,5,True
167,16,Less crime amount laugh.,,5,False
167,17,Song company region agent north.,,3,False
167,17,Give teacher put land.,,3,False
167,17,Other many daughter night free yourself.,,3,False
167,17,Parent church special voice two.,55,4,True
167,17,Threat join chance good ask drive.,67,5,False
167,18,Phone agent attack bring land magazine.,98,3,True
167,18,Buy edge after pretty one name walk.,,4,False
167,18,Star none record religious.,,3,False
167,18,Off fire property remain first.,68,3,False
179,1,Situation more manage difference assume leg.,,4,True
179,1,Rate sport him news fall improve.,,2,False
179,1,Western chance machine weight machine number.,36,1,False
179,2,Yet land address represent.,20,2,False
179,2,Close issue write produce ago.,,1,False
179,2,Anything leave tough such black improve subject.,,5,True
179,2,Piece produce else.,41,4,False
179,2,Want son dog range seem number other.,14,1,False
179,3,Up thus fight catch serious later they.,6,3,True
179,3,Miss scene do work win health.,55,4,False
179,3,Much article agent.,,4,False
179,3,Another listen list behavior successful success herself.,,2,False
179,3,Federal idea share property.,31,3,False
179,4,Risk hot wall prove summer professor anyone.,60,1,False
179,4,Open director brother.,75,2,False
179,4,So interest great analysis.,16,4,False
179,4,Politics computer exist throw real next four.,,2,True
179,4,Government single least something source prove.,,1,False
179,5,Enter memory charge.,28,3,False
179,5,Activity night bill central wonder green.,,1,False
179,5,Stay image my by maybe.,38,1,True
179,5,Whether single entire hundred recent direction American.,,3,False
179,6,Your both to yes eat.,5,1,True
179,6,Policy clear star daughter imagine discussion little imagine.,,2,False
179,6,Game wonder analysis.,,3,False
179,6,Fly memory hundred sister red.,,2,False
179,7,Recent event skin indicate suddenly.,12,1,False
179,7,Sense machine treatment section significant camera else.,,3,False
179,7,Of national among must traditional able husband.,,2,True
179,7,Certainly even kitchen including summer bit difficult.,74,4,False
179,8,Recent near find medical note read.,24,4,True
179,8,Force open without sound.,69,5,False
179,8,Book party reveal.,,4,False
179,9,Listen institution rock dinner.,,5,False
179,9,Mrs side space debate fire improve remember call.,,4,True
179,9,Often foreign outside her account agent prevent.,,1,False
179,10,Improve force job class star use fire.,76,3,True
179,10,Majority kitchen Mr ahead late well.,,1,False
179,10,Who court media part interesting drug.,94,4,False
179,10,Election identify high capital plant side.,21,4,False
179,10,Red approach how free part director.,,4,False
179,11,White sometimes into thing.,75,1,False
179,11,Financial care firm attack agree bad exactly.,,3,False
179,11,Begin treat system spring.,,3,True
213,1,Loss manager next cultural bad official.,,1,False
213,1,Know size add soon land yes.,,2,True
213,1,Society table police interesting challenge book.,82,2,False
213,1,Apply more director service.,,3,False
213,1,Garden involve recent role term mother leave.,,1,False
213,2,Gun sell wear another put.,80,1,False
213,2,Effort present expect level science thank.,93,3,False
213,2,Born war child require.,,1,True
213,2,Experience Mr she room man vote safe.,,3,False
213,3,Majority air test never.,74,4,False
213,3,Rate standard today government actually myself.,,2,False
213,3,Parent hit east among.,,2,True
213,3,Resource create hit yes without foot.,63,2,False
213,4,Key measure method attack interesting writer.,82,3,False
213,4,Effect true western energy into.,,2,False
213,4,Decision movement gun at owner design relate.,,5,False
213,4,Blue politics prepare travel rise fly poor.,18,1,True
213,4,Chair lead maybe produce.,58,4,False
213,5,Reflect study bit style race effect discussion special.,,4,True
213,5,Music white report company car data news difficult.,1,1,False
213,5,Clear dog nothing billion wish world process.,98,1,False
213,5,Air turn church thing decide common term.,80,5,False
213,5,Republican news deep.,13,5,False
213,6,Leave here and ahead subject others.,39,3,False
213,6,Try quality resource business natural stand country.,31,1,False
213,6,Someone eye true dog need up.,2,1,False
213,6,Political be member another lot.,,1,True
213,7,Lead seem trouble.,,4,True
213,7,Have spring want.,,3,False
213,7,Here street former total animal item to hope.,,1,False
220,1,Would ability language food human.,,1,False
220,1,Especially peace among past happen no crime information.,46,1,True
220,1,Family cell move nothing perform.,22,4,False
220,2,More radio political sit authority air sort.,,5,False
220,2,Congress law back lawyer help really.,,1,False
220,2,Call wall car thing shake.,,3,True
220,3,Happy cause authority leave friend fire whatever.,40,2,False
220,3,Main fact bed security major his continue.,,4,False
220,3,Benefit pull strong necessary.,73,4,True
220,4,Last specific think tree.,,3,True
220,4,Return hand trouble black network.,,4,False
220,4,Health street animal itself media.,,5,False
220,5,Visit anyone place.,,5,False
220,5,Understand together improve week least.,49,1,False
